 1.00000000E-03     2800 -3.7177315E-01  7.3670559E-01  9.9272303E-01      860
 2.00000000E-03     1250 -3.9657102E-01  6.8526418E-01  9.6127630E-01      860
 3.00000000E-03       50  5.0070374E-01  9.3532203E-01  9.3140703E-01      860
 4.00000000E-03      200  5.9272089E-01  7.5908655E-01  9.0745137E-01      860
 5.00000000E-03      100  5.2601252E-01  5.8923840E-01  9.0620546E-01      860
 6.00000000E-03      150  4.0713248E-01  6.3836689E-01  9.6942910E-01      860
 7.00000000E-03      250  3.3113355E-01  6.9861137E-01  9.7438233E-01      860
 8.00000000E-03      100  3.0776734E-01  7.0761109E-01  9.6847807E-01      860
 9.00000000E-03       50  1.0556267E-01  6.6335956E-01  8.0914347E-01      860
 1.00000000E-02       50 -1.2750160E-01  6.3798457E-01  6.5544056E-01      860
 1.10000000E-02       50 -1.9117995E-01  5.3617837E-01  5.4718302E-01      860
 1.20000000E-02       50 -1.5637991E-01  3.4472152E-01  3.6207737E-01      860
 1.30000000E-02       50 -8.8458547E-02  1.4027915E-01  1.7610387E-01      860
 1.40000000E-02       50 -3.0021551E-02  1.5148159E-01  1.9541554E-01      860
 1.50000000E-02       50  6.6412013E-04  3.0612600E-01  3.4868085E-01      860
 1.60000000E-02       50 -3.5122056E-03  4.2325647E-01  4.8018801E-01      860
 1.70000000E-02       50 -4.0859205E-02  4.8895758E-01  5.7116335E-01      860
 1.80000000E-02       50 -1.0131597E-01  5.1020779E-01  6.2765567E-01      860
 1.90000000E-02       50 -1.7032910E-01  5.0143260E-01  6.5970553E-01      860
 2.00000000E-02       50 -2.3285386E-01  4.7767721E-01  6.7389175E-01      860
 2.10000000E-02       50 -2.7613765E-01  4.4596968E-01  6.6620955E-01      860
 2.20000000E-02       50 -2.9138347E-01  4.0511334E-01  6.2578661E-01      860
 2.30000000E-02       50 -2.7589682E-01  3.5051945E-01  5.5043803E-01      860
 2.40000000E-02       50 -2.3151123E-01  2.7986759E-01  4.4064696E-01      860
 2.50000000E-02       50 -1.6415082E-01  1.9613181E-01  3.0295598E-01      860
 2.60000000E-02       50 -8.3167866E-02  1.1245742E-01  1.6009393E-01      860
 2.70000000E-02       50  1.3775202E-03  8.0185771E-02  1.0013303E-01      860
 2.80000000E-02       50  8.0069183E-02  1.3786805E-01  2.0658237E-01      860
 2.90000000E-02       50  1.4563128E-01  2.1003283E-01  3.2650830E-01      860
 3.00000000E-02       50  1.9337180E-01  2.7028980E-01  4.2367457E-01      860
