0.3577708764, -0.5788854382, 0.3577708764, -0.1788854382, -0.3577708764, 0.1788854382, -0.3577708764, -0.2211145618
4.3577708764, 0.1788854382, 3.6422291236, -0.1788854382, 3.6422291236, -0.5788854382, 4.3577708764, -0.2211145618
0.07456274898896, 0.564846136671, -0.174329008472, 0.09854538078054, 0.183281293525, -0.0806608465257, 0.421945204, 0.366539732461
0.366653653172, 1.035007306026, 0.08474303349124, 0.58262882844, 0.4316380507, 0.383470983915, 0.697243517427, 0.809817737769
0.708514204007, 1.480794225873, 0.378348810141, 1.052110377817, 0.708126566461, 0.825733189396, 1.009340773284, 1.217159297958
1.128789960317, 1.877841806111, 0.72250400151, 1.496665074976, 1.021801016926, 1.231294962561, 1.369014596124, 1.558010406227
1.671433358744, 2.154881237267, 1.146503453519, 1.891004140514, 1.383407424447, 1.568705352805, 1.777658701584, 1.769243873234
2.305748588163, 2.160945958592, 1.69425141184, 2.160945958593, 1.793497948916, 1.773453862056, 2.206502051086, 1.773453862055
2.853496546484, 1.891004140512, 2.32856664126, 2.154881237266, 2.222341298419, 1.769243873233, 2.616592575555, 1.568705352804
3.277495998492, 1.496665074974, 2.871210039685, 1.877841806109, 2.630985403879, 1.558010406225, 2.978198983076, 1.231294962559
3.62165118986, 1.052110377814, 3.291485795995, 1.480794225871, 2.990659226718, 1.217159297956, 3.291873433541, 0.825733189394
3.91525696651, 0.582628828437, 3.63334634683, 1.035007306023, 3.302756482575, 0.809817737767, 3.568361949301, 0.383470983913
4.174329008472, 0.09854538078054, 3.925437251013, 0.564846136668, 3.578054796002, 0.366539732458, 3.816718706475, -0.0806608465257
